Distr;D_stats;p_value;Parameters
uniform;0.493333;0.000000;(0.9090909090909091, 0.09090909090909094)
vonmises;4186520258107501182976.000000;0.000000;(1.5674098371497331, 0.985408667571209, 1.4818690943352891e-24)
vonmises_line;1.000000;0.000000;(1.305344414626221, 4.878278871581486, 3.395373986190788e-31)
wald;0.366783;0.000000;(0.905157392058052, 0.1033279654930328)
loggamma;1.000000;0.000000;(3.259367759655044e-08, 1.000001680413871, 7.164703537676445e-10)
invweibull;0.235389;0.000000;(210650331.70202354, -4810826.105737358, 4810827.073204968)
levy_stable;0.242511;0.000000;(2.0, -0.9999999999999998, 0.9824561403508825, 0.017766407277120436)
gausshyper;0.459309;0.000000;(1.219556858143601, 0.840557215590996, 1.0318706053312305, 1.0749114338815235, 0.9078212399679555, 0.09217876003204452)
arcsine;0.521123;0.000000;(0.8914571660901072, 0.10854283390989285)
beta;0.320696;0.000000;(8.456265606825554, 0.962747474065034, 0.8499309296623647, 0.1500690703376353)
bradford;0.484581;0.000000;(6.445886165856948e-07, 0.9090909047399875, 0.0923524511024841)
chi2;0.548214;0.000000;(1.221958976434347, 0.909090909090909, 0.051391637059100784)
cosine;1.000000;0.000000;(6.163428796724427, 1.7416521915108442e-42)
erlang;0.547024;0.000000;(0.34283699217315317, 0.909090909090909, 1.2096991863328452)
expon;0.455514;0.000000;(0.9090909090909091, 0.06893372434351785)
exponweib;0.712754;0.000000;(0.8833341610354473, 0.4983707819540715, 0.909090909090909, 1.1759425965660735)
exponpow;0.339359;0.000000;(146615318.19805628, -5996020.776108172, 5996021.771652471)
foldnorm;0.452412;0.000000;(1.0429752465952116, 0.9090909029363123, 0.0451169322741207)
genlogistic;0.733333;0.000000;(4.075857687768516e-08, 1.0000000300157543, 8.953524898972385e-10)
genpareto;0.861589;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genexpon;0.338643;0.000000;(2.8819589911014727e-05, 4.207897530600702, 6.881352716834872e-05, 0.9065697401905215, 0.0008926539459682917)
genextreme;0.334326;0.000000;(1.3343090433189402, 0.9840047135869947, 0.02134265531134954)
gamma;0.564827;0.000000;(0.3530445927753144, 0.909090909090909, 1.2631059841107235)
levy_l;0.383680;0.000000;(1.0009544669383326, 0.0031312954972583665)
genhalflogistic;0.333899;0.000000;(1.0642672201803265, 0.9013021057506609, 0.10504093355039593)
gilbrat;0.366353;0.000000;(0.9082340434385808, 0.06521651487363944)
gumbel_r;0.232982;0.000000;(0.9675530819901355, 0.022995661021691687)
halfcauchy;0.402877;0.000000;(0.9090909037018795, 0.06667917442456944)
halflogistic;0.439765;0.000000;(0.909090899816789, 0.04562407699071689)
halfnorm;0.453966;0.000000;(0.9090908974859331, 0.0719745171759198)
halfgennorm;0.448680;0.000000;(1.6711653012290806, 0.9090908995145524, 0.09805408579557781)
invgamma;0.236742;0.000000;(621.4634586981133, 0.475120961997602, 311.8654045865037)
invgauss;0.248677;0.000000;(0.010734989432526366, 0.7736418072684195, 18.98479376653053)
anglit;1.000000;0.000000;(2.5702321991811115, 6.966608766043377e-42)
johnsonsb;0.470191;0.000000;(-0.9269966601659059, 0.1285132480400848, 0.8457214715143855, 0.15427852848561455)
ksone;0.493333;0.000000;(1.1714641799526233, 0.9090908802628219, 0.09090912215219563)
kstwobign;0.256197;0.000000;(0.8770556709869403, 0.11678293818331376)
levy;0.565536;0.000000;(0.9065676885553743, 0.05707402765422069)
weibull_max;0.731844;0.000000;(0.3897127101539002, 1.0000000000000002, 1.0623250968246265)
Distr;D_stats;p_value;Parameters
exponweib;0.153490;0.052000;(3.6151469963928546, 10.65191538285962, 0.6717429420721894, 0.2935559255182394)
dweibull;0.155794;0.047000;(0.8845859202467747, 0.9830508474576269, 0.013776109151385656)
fatiguelife;0.159780;0.039000;(0.0021347323676730885, -7.587043532069217, 8.567359274668917)
exponnorm;0.160749;0.037000;(0.0005092679424869219, 0.980262629930235, 0.01833434286387091)
norm;0.160748;0.037000;(0.9802720321042794, 0.018334333406008128)
nakagami;0.161787;0.035000;(29195.28875330357, -5.313000161970237, 6.293261342611391)
powerlognorm;0.161503;0.035000;(19.543944682269064, 0.0018595790653112097, -16.63700197526007, 17.67815023821845)
lognorm;0.162713;0.033000;(0.00379642759811105, -3.8523385473130807, 4.832520366707174)
f;0.163511;0.032000;(124209.2499258212, 111238.03704811475, -2.200122717155823, 3.1802675645275347)
t;0.166675;0.027000;(7.981748231997944, 0.9818276533664834, 0.015925696494884508)
recipinvgauss;0.166778;0.027000;(0.004784327550576412, 0.7012765329027779, 0.0013302975049067195)
gennorm;0.167781;0.026000;(0.9434020118788076, 0.983050847692841, 0.01250515041839973)
logistic;0.167907;0.026000;(0.9819224716996684, 0.01017601134782024)
fisk;0.167897;0.026000;(175762640.77837858, -1788384.5089581856, 1788385.4908805983)
alpha;0.168954;0.024000;(91.7157646910724, -0.7178804015576754, 155.71266463014905)
dgamma;0.169801;0.023000;(0.7639689659486417, 0.983606557377049, 0.016939069194946768)
chi;0.170036;0.023000;(161.5854074565267, 0.6414439490691797, 0.026676093496462827)
laplace;0.171289;0.022000;(0.9830508474576272, 0.013636905325784114)
hypsecant;0.174444;0.018000;(0.9824090538224988, 0.012148124632030365)
invgauss;0.174659;0.018000;(0.009863088134753225, 0.7790207426592255, 20.436661300555215)
betaprime;0.174210;0.018000;(255.78707700822315, 271.69150450264954, 0.7539128209244854, 0.23976772707608096)
loglaplace;0.180004;0.013000;(274.059509219597, -2.758202415062099, 3.741535752808929)
invgamma;0.181033;0.013000;(469.59620223197965, 0.5661726480126534, 193.87114078535774)
cauchy;0.187981;0.009000;(0.9834622548379084, 0.009783078194156997)
foldcauchy;0.189532;0.008000;(92.72102733393669, 0.06206558120389845, 0.009936860446368104)
chi2;0.190347;0.007000;(140.66560028275205, 0.8106454681505864, 0.0012011359782670163)
powernorm;0.193785;0.006000;(25371.6832575002, 1.224247593285646, 0.05977003501790043)
gompertz;0.200163;0.004000;(0.003820580834792513, 0.9104063181534185, 0.014012632525464808)
weibull_min;0.204344;0.003000;(71273.30519783357, -981.9339909729449, 982.922591625434)
gumbel_l;0.203212;0.003000;(0.9885598031290033, 0.013802727974896012)
kstwobign;0.229623;0.001000;(0.8834435012050692, 0.11208023498653455)
gumbel_r;0.228859;0.001000;(0.9703500740536136, 0.022003334307023496)
invweibull;0.228697;0.001000;(122297080.44814532, -2689848.333593079, 2689849.3039374165)
gilbrat;0.381328;0.000000;(0.9097042854112232, 0.06675939742882989)
ncx2;0.512246;0.000000;(0.7299607587176786, 1.281169175506045, 0.9104477611940297, 0.02567122556296552)
nct;0.430912;0.000000;(198.51998393706594, 32.299784393323506, -0.776199017447774, 0.05434308911648883)
erlang;0.569336;0.000000;(0.32228302898052413, 0.9104477611940297, 1.660385936502037)
pareto;0.377744;0.000000;(10.6601825061403, 0.19282045538114428, 0.7176273058114351)
pearson3;0.436404;0.000000;(-2.399029965712863, 0.9866137881532521, 0.016056961673864414)
powerlaw;0.240000;0.000000;(3.812951225915363, 0.9024321932363708, 0.09756780677767421)
cosine;1.000000;0.000000;(6.060449281973574, 8.28657325824072e-30)
burr;0.281237;0.000000;(17723581.902761877, 0.11174985108568125, -43118.84503493522, 43119.84678130764)
rdist;1.000000;0.000000;(1.3053444310177689, 2.295137861507433, 4.738694249030428e-31)
reciprocal;0.459084;0.000000;(0.9777067917668691, 1.0738814908300127, 6.434430664581354e-05, 0.9311415445590003)
rayleigh;0.275526;0.000000;(0.9101814055770446, 0.051229111393928065)
rice;1.000000;0.000000;(206.27617548718365, -2.799469107382304, 0.018323477449314306)
bradford;0.405452;0.000000;(0.00015669656882851387, 0.9104477599900642, 0.09615964998072885)
semicircular;1.000000;0.000000;(2.8512357843948837, 2.1484014637264485e-28)
beta;0.463574;0.000000;(9.186118763760234, 0.7077107871452575, 0.837156623688205, 0.16284337631179505)
triang;0.267794;0.000000;(0.9938182809498806, 0.9100186025151935, 0.09054115081937628)
truncexpon;0.538638;0.000000;(0.8052852306829315, 0.9104477610637642, 0.11120561610080136)
truncnorm;0.459752;0.000000;(0.9784982587298856, 1.0747552290647593, 0.00010609682736570123, 0.9303456995577095)
tukeylambda;0.366452;0.000000;(1.004531430455844, 0.9666627027935212, 0.03348836285035674)
uniform;0.448136;0.000000;(0.9104477611940298, 0.08955223880597019)
vonmises;532242620582901317632.000000;0.000000;(1.498187285412354, 1.0086979138269885, 2.652307590858441e-23)
vonmises_line;1.000000;0.000000;(1.3053444174356557, 4.880080523203269, 8.444660819013052e-31)
wald;0.386150;0.000000;(0.9071654736215886, 0.10592803343684024)
arcsine;0.454204;0.000000;(0.8911529487447204, 0.10884705125527962)
ncf;0.451545;0.000000;(148.33814079110624, 236.45299410005526, 892.7846404722785, -0.8206216884694623, 0.2554872265723146)
expon;0.377219;0.000000;(0.9104477611940298, 0.06982427091024956)
genhalflogistic;0.259245;0.000000;(1.114407010299033, 0.9086260687173311, 0.10182774957998837)
mielke;0.279306;0.000000;(284355766.95200634, 2158634951.029479, -6092494.482728228, 6092495.484126436)
gengamma;0.259734;0.000000;(0.01479948949532637, 671.3690708540089, 0.7653319646905583, 0.23649187904589897)
halfcauchy;0.411685;0.000000;(0.9104477602812686, 0.06760904087701994)
halflogistic;0.365999;0.000000;(0.9104477564076774, 0.0461311917668703)
halfnorm;0.386049;0.000000;(0.9104477455316444, 0.07217003982389454)
halfgennorm;0.760000;0.000000;(172189.85122074798, 0.9104468666496874, 0.08955852495785588)
gamma;0.589383;0.000000;(0.3501556116781841, 0.9104477611940297, 1.5141120590622976)
gausshyper;0.469967;0.000000;(1.1013758669249722, 0.9039032581338574, 1.0569368941472201, 1.0543034119398116, 0.9098973753478617, 0.09010262465213827)
genextreme;0.395707;0.000000;(1.4352451234743946, 0.9859127617812049, 0.02021863995674778)
anglit;1.000000;0.000000;(2.5287294301434913, 3.182106054848414e-30)
johnsonsb;0.521509;0.000000;(-0.010390228808800972, 0.10538817627814406, 0.7727020179157686, 0.22729798208423138)
johnsonsu;0.501312;0.000000;(3.703083694227238, 0.25642685511750385, 1.0000000024079845, 1.2304176321602479e-09)
ksone;0.448136;0.000000;(1.0649457844450865, 0.9104477543721816, 0.08955225298458755)
genexpon;0.275652;0.000000;(6.193527446312188e-05, 3.206456789647069, 0.00018852677000671708, 0.9103170759786292, 0.0012574089867193284)
genpareto;0.827948;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
levy;0.582030;0.000000;(0.9081352464976402, 0.0602647549473423)
levy_l;0.514791;0.000000;(1.000459185197384, 0.001438352936332846)
levy_stable;0.235666;0.000000;(2.0, -0.9999999999999998, 0.9830508474576322, 0.016638381418255636)
genlogistic;0.760000;0.000000;(1.5550425542212058e-08, 1.0000000192953227, 3.065447807716351e-10)
loggamma;0.760000;0.000000;(1.8625010131568297e-08, 1.0000000096176884, 3.6732755967975217e-10)
foldnorm;0.380118;0.000000;(0.9932987190241251, 0.9104477517116403, 0.04770151602539913)
exponpow;0.240944;0.000000;(31.745345965373446, 0.4208015089457166, 0.5756759668114786)
lomax;0.893271;0.000000;(985328228571.2644, 0.9104477611888437, 781803833668.9534)
maxwell;0.241367;0.000000;(0.9097428331370471, 0.042068770983058265)
weibull_max;0.512117;0.000000;(0.15279512343880902, 1.0000000000000002, 1.1085748262117798)
